order_id,sales,profit,quantity,category,sub_category,Cost,Total_Cost,Total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat
AZ-2011-7053593,103,20,2,Office Supplies,Art,83,83,40,1/11/2011,Gracie Powell,Woking,United Kingdom,North,Consumer,1/11/2011,Immediate,-0.5600349,51.316774
BN-2014-1068004,27,-7,5,Office Supplies,Storage,34,34,-35,9/16/2014,Shannon Howe,Doetinchem,Netherlands,Central,Consumer,9/22/2014,Economy,6.2937736,51.9646995
BN-2012-4720977,259,8,5,Office Supplies,Art,251,251,40,7/20/2012,Max Ronald,Narbonne,France,Central,Corporate,7/24/2012,Economy,3.003078,43.184277
AZ-2011-7944653,41,3,3,Office Supplies,Supplies,38,38,9,8/15/2011,Isabelle Macghey,Hamburg,Germany,Central,Consumer,8/21/2011,Economy,9.993681800000001,53.5510846
AZ-2013-7001055,597,167,3,Office Supplies,Storage,430,430,501,7/11/2013,Tahlia Coughlan,Vienna,Austria,Central,Corporate,7/14/2013,Economy Plus,16.3738189,48.208174299999996
AZ-2013-5301582,56,-44,4,Office Supplies,Art,100,100,-176,3/22/2013,Leo Bannister,Veenendaal,Netherlands,Central,Home Office,3/27/2013,Economy,5.5544309,52.026300899999995
AZ-2013-972809,31,-15,3,Office Supplies,Storage,46,46,-45,8/27/2013,Andrew Shah,Bergamo,Italy,South,Home Office,8/30/2013,Economy Plus,9.677269800000001,45.698264200000004
AZ-2013-2276631,30,15,3,Office Supplies,Art,15,15,45,8/29/2013,Gerald Booth,Rome,Italy,South,Consumer,9/3/2013,Economy,12.4963655,41.902783500000005
AZ-2014-8900102,10,-2,2,Office Supplies,Fasteners,12,12,-4,10/7/2014,Lillian Davis,The Hague,Netherlands,Central,Consumer,10/12/2014,Economy,4.300699900000001,52.07049779999999
AZ-2014-3772714,193,15,7,Office Supplies,Art,118,178,105,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066
BN-2013-8516545,43,-5,2,Office Supplies,Storage,48,48,-10,8/16/2013,Kai Wicks,Bremen,Germany,Central,Corporate,8/22/2013,Economy,8.8016937,53.07929620000001
AZ-2013-5702872,1708,512,7,Technology,Accessories,1196,1196,3584,10/16/2013,Joan Douglas,Lorca,Spain,South,Corporate,10/22/2013,Economy,-1.6968357,37.6735925
AZ-2014-4321659,163,13,2,Technology,Accessories,150,150,26,8/7/2014,Erick Tanner,Getafe,Spain,South,Corporate,8/12/2014,Economy,-3.7323934000000003,40.3082504
AZ-2013-5024035,62,20,1,Technology,Phones,42,42,20,12/24/2013,Elise Godfrey,Lyon,France,Central,Consumer,12/29/2013,Economy,4.835659,45.764043
AZ-2012-9208057,99,25,6,Office Supplies,Storage,74,74,150,7/4/2012,Eve Bates,Birkenhead,United Kingdom,North,Consumer,7/10/2012,Economy,-3.023009,53.389991
AZ-2011-2001312,52,19,4,Office Supplies,Envelopes,33,33,76,10/22/2011,Harriet Chadwick,Preston,United Kingdom,North,Corporate,10/26/2011,Economy,-2.70309,53.763201
AZ-2011-3828424,565,57,4,Technology,Phones,508,508,228,9/20/2011,Viola Watson,Leeds,United Kingdom,North,Consumer,9/24/2011,Economy,-1.5490774,53.8007554
AZ-2014-995232,765,8,6,Office Supplies,Storage,757,757,48,3/25/2014,Elijah Sodeman,Brighton,United Kingdom,North,Consumer,3/31/2014,Economy,-0.137163,50.82253
AZ-2012-3913480,398,60,7,Office Supplies,Art,338,338,420,7/11/2012,William Jolly,Cottbus,Germany,Central,Consumer,7/17/2012,Economy,14.3328679,51.756310799999994
AZ-2014-4764451,407,140,8,Office Supplies,Art,250,267,1120,6/26/2014,Toby Patterson,Villeneuve-sur-Lot,France,Central,Home Office,6/28/2014,Economy Plus,0.7072568,44.4082053
AZ-2012-7027662,205,27,5,Furniture,Furnishings,178,178,135,11/24/2012,Debbie Fisk,Pforzheim,Germany,Central,Corporate,11/29/2012,Economy,8.6946286,48.892186200000005
AZ-2013-487438,32,5,3,Office Supplies,Fasteners,27,27,15,4/2/2013,Mason Adams,Monza,Italy,South,Consumer,4/7/2013,Economy,9.2744485,45.5845001
BN-2011-7621077,19,-4,2,Office Supplies,Art,23,23,-8,12/20/2011,Ethan Williams,Stockholm,Sweden,North,Corporate,12/24/2011,Economy,18.068580800000003,59.3293235
AZ-2014-3636472,108,43,4,Office Supplies,Envelopes,65,65,172,9/25/2014,Zona Meyer,Huelva,Spain,South,Corporate,9/30/2014,Economy,-6.9447224,37.261421
AZ-2011-8878816,144,13,3,Office Supplies,Supplies,131,131,39,11/1/2011,Larry Lambert,Messina,Italy,South,Consumer,11/6/2011,Economy,15.5540152,38.19381370000001
AZ-2014-855671,80,26,9,Office Supplies,Labels,54,54,234,9/6/2014,Tyson Brookman,Murcia,Spain,South,Consumer,9/10/2014,Economy,-1.1306544,37.992239899999994
BN-2012-720460,1894,-111,7,Technology,Copiers,2005,2005,-777,8/30/2012,Isabelle Vaughan,Le Plessis-Robinson,France,Central,Consumer,9/2/2012,Economy Plus,2.266257,48.780426
AZ-2011-1584049,147,-15,2,Furniture,Chairs,162,162,-30,6/8/2011,Georgina Garner,Ceuta,Spain,South,Consumer,6/13/2011,Economy,-5.3213455000000005,35.889387400000004
AZ-2012-9695675,6,0,1,Office Supplies,Labels,6,6,0,12/1/2012,Lauren Saunders,Toulon,France,Central,Consumer,12/5/2012,Economy,5.928,43.124228
AZ-2014-4281843,19,-13,2,Office Supplies,Fasteners,32,32,-26,6/23/2014,Dominic Scott,Dresden,Germany,Central,Consumer,6/27/2014,Economy,13.737262099999999,51.0504088
AZ-2012-9553455,30,15,3,Office Supplies,Art,15,15,45,9/12/2012,Thomas Thompson,Sant Boi de Llobregat,Spain,South,Corporate,9/17/2012,Economy,2.035041,41.3458415
AZ-2014-9580273,94,7,7,Office Supplies,Fasteners,87,87,49,1/23/2014,Nicholas Watkins,Rostock,Germany,Central,Consumer,1/24/2014,Priority,12.0991466,54.092440599999996
AZ-2014-1490273,1280,299,7,Office Supplies,Storage,981,981,2093,2/14/2014,Oscar Noble,Munster,Germany,Central,Consumer,2/21/2014,Economy,7.626134700000001,51.9606649
BN-2013-3350047,1554,730,6,Technology,Accessories,824,824,4380,10/11/2013,Courtney Hancock,Neuilly-sur-Seine,France,Central,Consumer,10/15/2013,Economy,2.26851,48.884831
AZ-2012-9211043,25,11,1,Office Supplies,Paper,14,14,11,8/21/2012,Robert Barnes,Kerpen,Germany,Central,Consumer,8/26/2012,Economy,6.688372800000001,50.8747592
AZ-2014-2049554,357,28,2,Office Supplies,Storage,329,329,56,8/27/2014,Riley Douglas,Ceuta,Spain,South,Corporate,8/30/2014,Priority,-5.3213455000000005,35.889387400000004
AZ-2013-3145442,143,3,1,Technology,Copiers,140,140,3,5/28/2013,Jared Wurster,Faenza,Italy,South,Consumer,6/1/2013,Economy,11.8774091,44.2898527
AZ-2011-5702370,552,165,5,Furniture,Bookcases,387,387,825,1/12/2011,Hershel Snyder,Lohne,Germany,Central,Corporate,1/19/2011,Economy,8.7220862,52.1941419
BN-2013-1262066,19,-9,9,Office Supplies,Labels,28,28,-81,9/10/2013,Hazel Turner,Breda,Netherlands,Central,Home Office,9/14/2013,Economy Plus,4.7683230000000005,51.571914899999996
AZ-2013-2047593,11,3,1,Office Supplies,Fasteners,8,8,3,12/23/2013,Michael Flores,Brussels,Belgium,Central,Corporate,12/28/2013,Economy Plus,4.3517103,50.8503396
AZ-2013-9510969,41,13,2,Office Supplies,Paper,28,28,26,6/29/2013,Charlotte Savage,Bonn,Germany,Central,Consumer,7/3/2013,Economy,7.0982068,50.737429999999996
AZ-2012-3590299,815,-91,3,Technology,Machines,906,906,-273,3/2/2012,Lamar Lockhart,Puertollano,Spain,South,Consumer,3/4/2012,Priority,-4.1078877,38.6884458
AZ-2011-5822789,108,37,2,Office Supplies,Art,71,71,74,3/7/2011,Niamh Mann,Paris,France,Central,Consumer,3/8/2011,Priority,2.3522218999999995,48.856614
AZ-2014-1058907,40,-14,4,Office Supplies,Art,54,54,-56,4/1/2014,Michelle Barrett,Hanover,Germany,Central,Consumer,4/4/2014,Priority,9.7320104,52.3758916
AZ-2013-327406,61,28,2,Office Supplies,Binders,33,33,56,5/28/2013,Rory Gunson,Leipzig,Germany,Central,Consumer,6/1/2013,Economy,12.373074699999998,51.339695500000005
AZ-2013-6487412,371,115,1,Furniture,Bookcases,256,256,115,3/1/2013,Andy Henderson,Karlsruhe,Germany,Central,Home Office,3/4/2013,Priority,8.403652699999999,49.0068901
AZ-2011-921935,1306,261,9,Furniture,Chairs,1045,1045,2349,8/15/2011,Brandon Preston,Schwerin,Germany,Central,Consumer,8/17/2011,Economy Plus,11.401249900000002,53.6355022
AZ-2013-9591675,165,43,5,Furniture,Furnishings,85,122,215,6/26/2013,Georgia Blackburn,Leipzig,Germany,Central,Corporate,7/1/2013,Economy Plus,12.373074699999998,51.339695500000005
BN-2014-1507316,37,-6,1,Office Supplies,Storage,43,43,-6,5/2/2014,George Dawson,Milan,Italy,South,Home Office,5/5/2014,Economy Plus,9.1859243,45.465421899999996
AZ-2014-6764855,32,3,8,Office Supplies,Binders,29,29,24,6/10/2014,Evie Rees,Le Havre,France,Central,Consumer,6/14/2014,Economy Plus,0.107929,49.49437
AZ-2011-4452827,89,15,3,Office Supplies,Binders,74,74,45,11/13/2011,Jake Barry,Lisieux,France,Central,Home Office,11/19/2011,Economy,0.22784899999999997,49.145922
AZ-2012-2801511,309,127,4,Furniture,Chairs,182,182,508,3/16/2012,Chloe O'Dea,London,United Kingdom,North,Consumer,3/16/2012,Immediate,-0.12775830000000002,51.5073509
AZ-2013-6593981,45,2,2,Office Supplies,Paper,43,43,4,11/22/2013,Anna Moreton,Le Blanc-Mesnil,France,Central,Corporate,11/26/2013,Economy,2.4643599999999997,48.941345
BN-2014-9212655,1103,-276,3,Furniture,Chairs,1379,1379,-828,8/8/2014,Mohammed Arnold,Bilbao,Spain,South,Consumer,8/13/2014,Economy,-2.9349852000000003,43.263012599999996
AZ-2014-3772714,24,8,2,Office Supplies,Binders,16,16,16,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066
BN-2011-3210796,727,-400,2,Furniture,Tables,1127,1127,-800,12/13/2011,Kevin Madigan,Oviedo,Spain,South,Consumer,12/17/2011,Economy,-5.8493887,43.361914500000005
AZ-2014-7552735,10,5,1,Office Supplies,Art,5,5,5,8/25/2014,John Kemp,Valencia,Spain,South,Home Office,8/28/2014,Economy Plus,-0.37628809999999996,39.4699075
BN-2014-2557638,1183,106,4,Technology,Copiers,1077,1077,424,5/26/2014,Laura Elizabeth,Treviso,Italy,South,Consumer,5/28/2014,Economy Plus,12.2430437,45.6668893
AZ-2012-7938746,435,87,3,Furniture,Chairs,348,348,261,9/27/2012,Leo Jenkins,Pontault-Combault,France,Central,Home Office,10/3/2012,Economy,2.607598,48.801255
AZ-2013-627487,18,9,4,Office Supplies,Binders,9,9,36,8/7/2013,Robert James,Marano di Napoli,Italy,South,Home Office,8/11/2013,Economy Plus,14.1916736,40.889959399999995
BN-2012-7755774,505,45,1,Office Supplies,Appliances,460,460,45,9/9/2012,Max Craig,Coudekerque-Branche,France,Central,Corporate,9/14/2012,Economy,2.397046,51.015681
AZ-2011-6223481,68,29,2,Office Supplies,Paper,39,39,58,11/10/2011,Lucas Warren,Bochum,Germany,Central,Consumer,11/13/2011,Economy Plus,7.216236299999999,51.4818445
AZ-2014-6530154,213,4,14,Office Supplies,Supplies,209,209,56,11/19/2014,Bettie Lang,Lille,France,Central,Consumer,11/23/2014,Economy,3.057256,50.62925
AZ-2014-5155500,56,8,2,Office Supplies,Paper,48,48,16,9/1/2014,Don Willie,Exeter,United Kingdom,North,Corporate,9/4/2014,Economy Plus,-3.533899,50.718412
AZ-2012-2222436,97,17,2,Office Supplies,Art,80,80,34,9/7/2012,Spencer Calvert,Gateshead,United Kingdom,North,Corporate,9/14/2012,Economy,-1.6034110000000001,54.95268000000001
AZ-2012-6913156,30,4,2,Office Supplies,Binders,26,26,8,2/15/2012,Kayla Tearle,Genoa,Italy,South,Corporate,2/17/2012,Economy Plus,8.946256,44.4056499
AZ-2014-5228686,250,75,4,Office Supplies,Storage,175,175,300,3/17/2014,Charli Rose,Rochdale,United Kingdom,North,Consumer,3/18/2014,Priority,-2.1561,53.609713600000006
AZ-2011-2948812,237,83,8,Office Supplies,Art,154,154,664,6/6/2011,Eva Butler,Oyonnax,France,Central,Corporate,6/9/2011,Priority,5.655335,46.257773
AZ-2013-1278539,140,66,3,Office Supplies,Art,74,74,198,9/27/2013,Dominic Stephenson,Franconville,France,Central,Home Office,10/3/2013,Economy,2.229632,48.986011
AZ-2014-2884391,25,3,2,Office Supplies,Binders,22,22,6,9/16/2014,Toby Labilliere,Bilbao,Spain,South,Consumer,9/18/2014,Economy Plus,-2.9349852000000003,43.263012599999996
AZ-2014-5151587,360,148,1,Technology,Copiers,212,212,148,3/10/2014,Andrew Stephens,Wolverhampton,United Kingdom,North,Consumer,3/14/2014,Economy,-2.12882,52.586973
AZ-2012-1672161,49,8,1,Office Supplies,Storage,41,41,8,6/21/2012,Leah Derham,Pessac,France,Central,Consumer,6/25/2012,Economy,-0.630386,44.80583
AZ-2012-7359677,27,6,4,Office Supplies,Binders,21,21,24,12/27/2012,Tammy Chamblee,Duisburg,Germany,Central,Consumer,1/3/2013,Economy,6.7623293,51.4344079
BN-2014-3913645,74,-51,3,Office Supplies,Art,125,125,-153,12/29/2014,Mark Washington,Dublin,Ireland,North,Home Office,1/2/2015,Economy,-6.2603097000000005,53.34980529999999
AZ-2011-9958697,26,10,3,Office Supplies,Labels,16,16,30,5/4/2011,Dylan Disney,Augsburg,Germany,Central,Home Office,5/9/2011,Economy,10.897789999999999,48.3705449
AZ-2014-2013491,40,-32,7,Office Supplies,Fasteners,72,72,-224,9/1/2014,Angelina Hurst,Hanover,Germany,Central,Consumer,9/5/2014,Economy,9.7320104,52.3758916
AZ-2012-982062,68,26,4,Office Supplies,Paper,42,42,104,9/28/2012,Leah Derham,Vienna,Austria,Central,Consumer,10/2/2012,Economy Plus,16.3738189,48.208174299999996
AZ-2012-1988121,26,8,2,Office Supplies,Binders,18,18,16,11/15/2012,Lucas Northcott,Stoke-on-Trent,United Kingdom,North,Consumer,11/20/2012,Economy Plus,-2.179404,53.00266800000001
AZ-2011-897579,514,108,4,Furniture,Bookcases,406,406,432,9/6/2011,Ruby Nicholls,Dreux,France,Central,Corporate,9/10/2011,Economy,1.370889,48.736134
AZ-2012-874954,78,5,7,Office Supplies,Fasteners,73,73,35,8/23/2012,Mackenzie Whitford,Bury,United Kingdom,North,Consumer,8/27/2012,Economy,-2.2966054,53.5933498
